,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
1398,DBW,DELISTED,STOCK,Cấp nước Điện Biên,Công ty Cổ phần Cấp nước Điện Biên,
1399,DBT,HSX,STOCK,Dược phẩm Bến Tre,Công ty Cổ phần Dược phẩm Bến Tre,STO
1400,DBM,UPCOM,STOCK,BAMEPHARM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,UPX
1401,DBH,DELISTED,STOCK,Đường bộ Hải Phòng,Công ty Cổ phần Đường bộ Hải Phòng,
1402,DBD,HSX,STOCK,Dược - TB Y tế Bình Định,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR),STO
1403,DBC,HSX,STOCK,Tập đoàn DABACO,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,STO
1404,DAT,HSX,STOCK,ĐT Du lịch và PT Thủy sản,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,STO
1405,DAS,UPCOM,STOCK,Thiết bị Dầu khí Đà Nẵng,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,UPX
1406,DAR,DELISTED,STOCK,Xe lửa Dĩ An,Công ty Cổ phần Xe lửa Dĩ An,
1407,DAN,UPCOM,STOCK,Dược Danapha,Công ty Cổ phần Dược Danapha,UPX
1408,DAH,HSX,STOCK,Tập đoàn Khách sạn Đông Á,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,STO
1409,DAG,UPCOM,STOCK,TĐ Nhựa Đông Á,Công ty Cổ phần Tập đoàn Nhựa Đông Á,UPX
1410,DAE,HNX,STOCK,Sách Giáo dục Đà Nẵng,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,STX
1411,DAD,HNX,STOCK,Phát triển GD Đà Nẵng,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,STX
1412,DAC,UPCOM,STOCK,CTCP 382 Đông Anh,Công ty Cổ phần 382 Đông Anh,UPX
1413,D2D,HSX,STOCK,Phát triển Đô thị số 2,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,STO
1414,D17,DELISTED,STOCK,Khai thác mỏ Đồng Tân,Công ty Cổ Phần Đồng Tân,
1415,D11,HNX,STOCK,Địa ốc 11,Công ty Cổ phần Địa ốc 11,STX
1416,CYC,UPCOM,STOCK,Gạch men Chang YIH,Công ty Cổ phần Gạch men Chang Yih,UPX
1417,CX8,HNX,STOCK,Constrexim số 8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,STX
1418,CVT,HSX,STOCK,CMC JSC,Công ty Cổ phần CMC,STO
1419,CVP,DELISTED,STOCK,Cảng Cửa Việt,Công ty cổ phần Cảng Cửa Việt,
1420,CVN,UPCOM,STOCK,Vinam Group,Công ty Cổ phần Vinam,UPX
1421,CTX,UPCOM,STOCK,CONSTREXIM,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,UPX
1422,CTW,UPCOM,STOCK,Cấp thoát nước Cần Thơ,Công ty Cổ phần Cấp thoát nước Cần Thơ,UPX
1423,CTT,HNX,STOCK,Chế tạo máy - Vinacomin,Công ty Cổ phần Chế tạo máy - Vinacomin,STX
1424,CTS,HSX,STOCK,Chứng khoán Vietinbank,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,STO
1425,CTR,HSX,STOCK,Công trình Viettel,Tổng Công ty Cổ phần Công trình Viettel,STO
1426,CTP,HNX,STOCK,Hoà Bình Takara,Công ty Cổ phần Hoà Bình Takara,STX
1427,CTN,UPCOM,STOCK,VINAVICO,Công ty Cổ phần Xây dựng Công trình ngầm,UPX
1428,CTI,HSX,STOCK,Cường Thuận IDICO,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,STO
1429,CTG,HSX,STOCK,VietinBank,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,STO
1430,CTF,HSX,STOCK,City Auto,Công ty Cổ phần City Auto,STO
1431,CTD,HSX,STOCK,Xây dựng Coteccons,Công ty Cổ phần Xây dựng Coteccons,STO
1432,CTC,DELISTED,STOCK,Tập đoàn Hoàng Kim Tây Nguyên,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,
1433,CTB,HNX,STOCK,Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương,STX
1434,CTA,UPCOM,STOCK,Xây dựng Vinavico,Công ty Cổ phần Vinavico,UPX
1435,CT6,UPCOM,STOCK,Công trình 6,Công ty Cổ phần Công trình 6,UPX
1436,CT5,DELISTED,STOCK,,,
1437,CT3,UPCOM,STOCK,Xây dựng công trình 3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,UPX
1438,CSV,HSX,STOCK,Hóa chất Cơ bản miền Nam,Công ty Cổ phần Hóa chất Cơ bản miền Nam,STO
1439,CST,HNX,STOCK,Than Cao Sơn - TKV,Công ty Cổ phần Than Cao Sơn - TKV,STX
1440,CSM,HSX,STOCK,Cao su Miền Nam,Công ty Cổ phần Công nghiệp Cao su Miền Nam,STO
1441,CSI,UPCOM,STOCK,Chứng khoán Kiến thiết VN,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,UPX
1442,CSC,HNX,STOCK,Tập đoàn COTANA,Công ty Cổ phần Tập đoàn COTANA,STX
1443,CRV,HSX,STOCK,Tập đoàn Bất động sản CRV,Công ty Cổ phần Tập đoàn Bất động sản CRV,STO
1444,CRE,HSX,STOCK,Bất động sản Thế Kỷ,Công ty Cổ phần Bất động sản Thế Kỷ,STO
1445,CRC,HSX,STOCK,Create Capital Việt Nam,Công ty Cổ phần Create Capital Việt Nam,STO
1446,CQT,UPCOM,STOCK,Xi măng Quán Triều VVMI,Công ty Cổ phần Xi măng Quán Triều VVMI,UPX
1447,CQN,UPCOM,STOCK,Cảng Quảng Ninh,Công ty Cổ phần Cảng Quảng Ninh,UPX
1448,CPI,UPCOM,STOCK,Đầu tư Cảng Cái Lân,Công ty Cổ phần Đầu tư Cảng Cái Lân,UPX
1449,CPH,UPCOM,STOCK,PV mai táng Hải Phòng,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,UPX
1450,CPC,HNX,STOCK,Thuốc sát trùng Cần Thơ,Công ty Cổ phần Thuốc sát trùng Cần Thơ,STX
1451,CPA,UPCOM,STOCK,Cà phê Phước An,Công ty Cổ phần Cà phê Phước An,UPX
1452,COM,HSX,STOCK,Vật tư Xăng dầu,Công ty Cổ phần Vật tư Xăng dầu,STO
1453,CNT,UPCOM,STOCK,Tập đoàn CNT,Công ty Cổ phần Tập đoàn CNT,UPX
1454,CNN,UPCOM,STOCK,Xây dựng Coninco,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",UPX
1455,CNG,HSX,STOCK,CNG Việt Nam,Công ty Cổ phần CNG Việt Nam,STO
1456,CNC,UPCOM,STOCK,Công nghệ cao Traphaco,Công ty Cổ phần Công nghệ cao Traphaco,UPX
1457,CNA,UPCOM,STOCK,Tổng công ty Chè Nghệ An - CTCP,Công ty Cổ phần Tổng công ty Chè Nghệ An,UPX
1458,CMX,HSX,STOCK,CAMIMEX Group,Công ty Cổ phần CAMIMEX Group,STO
1459,CMW,UPCOM,STOCK,Cấp nước Cà Mau,Công ty Cổ phần Cấp nước Cà Mau,UPX
1460,CMV,HSX,STOCK,Thương nghiệp Cà Mau,Công ty Cổ phần Thương nghiệp Cà Mau,STO
1461,CMT,UPCOM,STOCK,CN mạng và Truyền thông,Công ty Cổ phần Công nghệ mạng và Truyền thông,UPX
1462,CMS,HNX,STOCK,Tập đoàn CMH Việt Nam,Công ty Cổ phần Tập đoàn CMH Việt Nam,STX
1463,CMP,UPCOM,STOCK,Cảng Chân Mây,Công ty Cổ phần Cảng Chân Mây,UPX
1464,CMN,UPCOM,STOCK,Colusa -  Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,UPX
1465,CMM,UPCOM,STOCK,Camimex,Công ty Cổ phần Camimex,UPX
1466,CMK,UPCOM,STOCK,Cơ khí Mạo Khê - Vinacomin,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,UPX
1467,CMI,UPCOM,STOCK,CMISTONE Việt Nam,Công ty Cổ phần CMISTONE Việt Nam,UPX
1468,CMG,HSX,STOCK,Tập đoàn Công nghệ CMC,Công ty Cổ phần Tập đoàn Công nghệ CMC,STO
1469,CMF,UPCOM,STOCK,Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,UPX
1470,CMD,UPCOM,STOCK,VLXD và Nội thất TP.HCM,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,UPX
1471,CMC,HNX,STOCK,Đầu tư CMC,Công ty Cổ phần Đầu tư CMC,STX
1472,CLX,UPCOM,STOCK,XNK và ĐT Chợ Lớn (CHOLIMEX),Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),UPX
1473,CLW,HSX,STOCK,Cấp nước Chợ Lớn,Công ty Cổ phần Cấp nước Chợ Lớn,STO
1474,CLM,HNX,STOCK,Xuất nhập khẩu Than - Vinacomin,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,STX
1475,CLL,HSX,STOCK,Cảng Cát Lái,Công ty Cổ phần Cảng Cát Lái,STO
1476,CLH,HNX,STOCK,Xi măng La Hiên,Công ty Cổ phần Xi măng La Hiên VVMI,STX
1477,CLG,UPCOM,STOCK,Cotec Land,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,UPX
1478,CLC,HSX,STOCK,Thuốc lá Cát Lợi,Công ty Cổ phần Cát Lợi,STO
1479,CKV,HNX,STOCK,CokyVina,Công ty Cổ phần CokyVina,STX
1480,CKG,HSX,STOCK,Tập đoàn CIC,Công ty Cổ phần Tập đoàn CIC,STO
1481,CKD,UPCOM,STOCK,Đông Anh Licogi,Công ty Cổ phần Cơ khí Đông Anh Licogi,UPX
1482,CKA,UPCOM,STOCK,Cơ khí An Giang,Công ty Cổ phần Cơ khí An Giang,UPX
1483,CK8,UPCOM,STOCK,Cơ khí 120,Công ty Cổ phần Cơ khí 120,UPX
1484,CJC,HNX,STOCK,Cơ điện Miền Trung,Công ty Cổ phần Cơ điện Miền Trung,STX
1485,CIP,UPCOM,STOCK,XL và SX công nghiệp,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,UPX
1486,CII,HSX,STOCK,Hạ tầng Kỹ thuật TP.HCM,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,STO
1487,CIG,HSX,STOCK,Xây dựng COMA 18,Công ty Cổ phần COMA 18,STO
1488,CID,UPCOM,STOCK,Xây dựng và Phát triển Cơ sở Hạ tầng,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,UPX
1489,CIA,HNX,STOCK,DV Sân Bay Cam Ranh,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,STX
1490,CI5,UPCOM,STOCK,Đầu tư Xây dựng số 5,Công ty Cổ phần Đầu tư Xây dựng số 5,UPX
1491,CHS,UPCOM,STOCK,Chiếu sáng TPHCM,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,UPX
1492,CHP,HSX,STOCK,Thủy điện Miền Trung,Công ty Cổ phần Thủy điện Miền Trung,STO
1493,CHC,UPCOM,STOCK,Nội thất Cẩm Hà,Công ty Cổ phần Cẩm Hà,UPX
1494,CH5,UPCOM,STOCK,Xây dựng số 5 Hà Nội,Công ty Cổ phần Xây dựng số 5 Hà Nội,UPX
1495,CGV,UPCOM,STOCK,Vinaceglass JSC,Công ty Cổ phần Vinaceglass,UPX
1496,CGL,DELISTED,STOCK,Thương mại Gia Lai,Công ty Cổ phần Thương mại Gia Lai,
1497,CFV,UPCOM,STOCK,Cà phê Thắng Lợi,Công ty Cổ phần Cà phê Thắng Lợi,UPX
1498,CFM,UPCOM,STOCK,Đầu tư CFM,Công ty Cổ phần Đầu tư CFM,UPX
1499,CET,HNX,STOCK,HTC Holding ,Công ty Cổ phần HTC Holding,STX
1500,CEO,HNX,STOCK,Tập đoàn CEO,Công ty Cổ phần Tập đoàn C.E.O,STX
1501,CEN,UPCOM,STOCK,CENCON Việt Nam,Công ty Cổ phần CENCON Việt Nam,UPX
1502,CEG,DELISTED,STOCK,XD và Thiết bị Công nghiệp,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,
1503,CEE,DELISTED,STOCK,Xây dựng Hạ tầng CII,Công ty Cổ phần Xây dựng Hạ tầng CII,
1504,CE1,DELISTED,STOCK,Thiết bị Công nghiệp CIE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,
1505,CDR,UPCOM,STOCK,Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,UPX
1506,CDP,UPCOM,STOCK,Dược phẩm TW Codupha,Công ty Cổ phần Dược phẩm Trung ương Codupha,UPX
1507,CDO,UPCOM,STOCK,Tư vấn Thiết kế và PT Đô thị,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,UPX
1508,CDN,HNX,STOCK,Cảng Đà Nẵng,Công ty Cổ phần Cảng Đà Nẵng,STX
1509,CDH,UPCOM,STOCK,CTCC và DV Du lịch Hải Phòng,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,UPX
1510,CDG,UPCOM,STOCK,VLXD Cầu Đuống,Công ty Cổ phần Cầu Đuống,UPX
1511,CDC,HSX,STOCK,Chương Dương Corp,Công ty Cổ phần Chương Dương,STO
1512,CCV,UPCOM,STOCK,XD CN và đô thị Việt Nam,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,UPX
1513,CCT,UPCOM,STOCK,Cảng Cần Thơ,Công ty Cổ phần Cảng Cần Thơ,UPX
1514,CCR,HNX,STOCK,Cảng Cam Ranh,Công ty Cổ phần Cảng Cam Ranh,STX
1515,CCP,UPCOM,STOCK,Cảng Cửa Cấm,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,UPX
1516,CCM,UPCOM,STOCK,Xi măng Cần Thơ,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,UPX
1517,CCL,HSX,STOCK,ĐT & PT Đô thị Dầu khí Cửu Long,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,STO
1518,CCI,HSX,STOCK,CIDICO,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,STO
1519,CCC,HSX,STOCK,Xây Dựng CDC,Công ty Cổ Phần Xây Dựng CDC,STO
1520,CCA,UPCOM,STOCK,XNK Thuỷ sản Cần Thơ,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,UPX
1521,CC4,DELISTED,STOCK,ĐT và XD số 4,Công ty Cổ phần Đầu tư và Xây dựng số 4,UPX
1522,CC1,UPCOM,STOCK,TCT Xây dựng số 1,Tổng Công ty Xây dựng số 1 - CTCP,UPX
1523,CBS,UPCOM,STOCK,Mía đường Cao Bằng,Công ty Cổ phần Mía đường Cao Bằng,UPX
1524,CBI,UPCOM,STOCK,Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,UPX
1525,CAV,DELISTED,STOCK,Dây cáp điện Việt Nam,Công ty Cổ Phần Dây cáp điện Việt Nam,
1526,CAT,UPCOM,STOCK,Thủy sản Cà Mau,Công ty Cổ phần Thủy sản Cà Mau,UPX
1527,CAR,HNX,STOCK,Tập đoàn Giáo dục Trí Việt,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,STX
1528,CAP,HNX,STOCK,Lâm nông sản Yên Bái,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,STX
1529,CAN,HNX,STOCK,Đồ hộp Hạ Long,Công ty Cổ phần Đồ hộp Hạ Long,STX
1530,CAG,HNX,STOCK,Cảng An Giang,Công ty Cổ phần Cảng An Giang,STX
1531,CAD,UPCOM,STOCK,Thủy sản Cadovimex,Công ty Cổ phần Chế biến và Xuất khẩu Thủy sản Cadovimex,UPX
1532,CAB,DELISTED,STOCK,Truyền hình Cáp Việt Nam,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,
1533,C92,UPCOM,STOCK,Xây dựng và Đầu tư 492,Công ty Cổ phần Xây dựng và Đầu tư 492,UPX
1534,C69,HNX,STOCK,Xây dựng 1369,Công ty Cổ phần Xây dựng 1369,STX
1535,C4G,UPCOM,STOCK,Tập Đoàn Cienco4,Công ty Cổ phần Tập Đoàn Cienco4,UPX
1536,C47,HSX,STOCK,Xây dựng 47,Công ty Cổ phần Xây dựng 47,STO
1537,C32,HSX,STOCK,ĐT&XD 3-2,Công ty Cổ phần Đầu tư và Xây dựng 3-2,STO
1538,C22,UPCOM,STOCK,Công ty 22,Công ty Cổ phần 22,UPX
1539,C21,UPCOM,STOCK,Thế kỷ 21,Công ty Cổ phần Thế kỷ 21,UPX
1540,C12,UPCOM,STOCK,Cầu 12,Công ty Cổ phần Cầu 12,UPX
1541,BXT,DELISTED,STOCK,,,
1542,BXH,HNX,STOCK,Bao bì Xi măng HP,Công ty Cổ phần VICEM Bao bì Hải Phòng,STX
1543,BWS,UPCOM,STOCK,Cấp Nước Bà Rịa Vũng Tàu,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,UPX
1544,BWE,HSX,STOCK,Nước - Môi trường Bình Dương,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,STO
1545,BWA,UPCOM,STOCK,Cấp thoát nước và Xây dựng Bảo Lộc,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,UPX
1546,BVS,HNX,STOCK,Chứng khoán Bảo Việt,Công ty Cổ phần Chứng khoán Bảo Việt,STX
1547,BVN,UPCOM,STOCK,Bông Việt Nam,Công ty Cổ phần Bông Việt Nam,UPX
1548,BVL,UPCOM,STOCK,BV Land,Công ty Cổ phần BV Land,UPX
1549,BVH,HSX,STOCK,Tập đoàn Bảo Việt,Tập đoàn Bảo Việt,STO
1550,BVG,UPCOM,STOCK,Group Bắc Việt,Công ty Cổ phần Group Bắc Việt,UPX
1551,BVB,UPCOM,STOCK,Ngân hàng Bản Việt - BVBank,Ngân hàng Thương mại Cổ phần Bản Việt,UPX
1552,BUD,DELISTED,STOCK,,,
1553,BTW,HNX,STOCK,Cấp nước Bến Thành,Công ty Cổ phần Cấp nước Bến Thành,STX
1554,BTV,UPCOM,STOCK,DV Du lịch Bến Thành,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,UPX
1555,BTU,UPCOM,STOCK,Công trình Đô thị Bến Tre,Công ty Cổ phần Công trình Đô thị Bến Tre,UPX
1556,BTT,HSX,STOCK,TM - DV Bến Thành,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,STO
1557,BTS,HNX,STOCK,Xi măng Bút Sơn,Công ty Cổ phần Xi măng VICEM Bút Sơn,STX
1558,BTP,HSX,STOCK,Nhiệt điện Bà Rịa,Công ty Cổ phần Nhiệt điện Bà Rịa,STO
1559,BTN,UPCOM,STOCK,Gạch Tuy Nen Bình Định,Công ty Cổ phần Đầu tư Bitco Bình Định,UPX
1560,BTH,UPCOM,STOCK,Biến thế và Vật liệu Điện Hà Nội,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,UPX
1561,BTG,UPCOM,STOCK,Bao bì Tiền Giang,Công ty Cổ phần Bao bì Tiền Giang,UPX
1562,BTD,UPCOM,STOCK,Bê tông ly tâm Thủ Đức,Công ty Cổ phần Bê tông ly tâm Thủ Đức,UPX
1563,BTB,UPCOM,STOCK,Bia Hà Nội - Thái Bình,Công ty Cổ phần Bia Hà Nội - Thái Bình,UPX
1564,BT6,UPCOM,STOCK,Bê tông 6,Công ty Cổ phần BETON 6,UPX
1565,BT1,UPCOM,STOCK,Bảo vệ thực vật 1 TW,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,UPX
1566,BST,DELISTED,STOCK,Sách và Thiết bị Bình Thuận,Công ty Cổ phần Sách và Thiết bị Bình Thuận,STX
1567,BSR,HSX,STOCK,Lọc Hóa dầu Bình Sơn,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,STO
1568,BSQ,UPCOM,STOCK,Bia Sài Gòn - Quảng Ngãi,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,UPX
1569,BSP,UPCOM,STOCK,Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,UPX
1570,BSL,UPCOM,STOCK,Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,UPX
1571,BSI,HSX,STOCK,Chứng khoán BIDV,Công ty Cổ phần Chứng khoán BIDV,STO
1572,BSH,UPCOM,STOCK,Bia Sài Gòn - Hà Nội,Công ty Cổ phần Bia Sài Gòn - Hà Nội,UPX
1573,BSG,UPCOM,STOCK,Xe khách Sài Gòn,Công ty Cổ phần Xe khách Sài Gòn,UPX
1574,BSD,UPCOM,STOCK,"Bia, rượu Sài Gòn - Đồng Xuân","Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",UPX
1575,BSC,HNX,STOCK,Dịch vụ Bến Thành,Công ty Cổ phần Dịch vụ Bến Thành,STX
1576,BSA,UPCOM,STOCK,Thủy điện Buôn Đôn,Công ty Cổ phần Thủy điện Buôn Đôn,UPX
1577,BRS,UPCOM,STOCK,Dịch vụ Đô thị Bà Rịa,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,UPX
1578,BRR,UPCOM,STOCK,Cao su Bà Rịa,Công ty Cổ phần Cao su Bà Rịa,UPX
1579,BRC,HSX,STOCK,Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,STO
1580,BQB,UPCOM,STOCK,Bia Hà Nội - Quảng Bình,Công ty Cổ phần Bia Hà Nội - Quảng Bình,UPX
1581,BPW,DELISTED,STOCK,,,
1582,BPC,HNX,STOCK,Bao bì Bỉm Sơn,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,STX
1583,BOT,UPCOM,STOCK,BOT Cầu Thái Hà,Công ty Cổ phần BOT Cầu Thái Hà,UPX
1584,BNW,UPCOM,STOCK,Nước sạch Bắc Ninh,Công ty Cổ phần Nước sạch Bắc Ninh,UPX
1585,BNA,HNX,STOCK,Tập đoàn Đầu tư Bảo Ngọc,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc,STX
1586,BMV,UPCOM,STOCK,Bột mỳ Vinafood 1,Công ty Cổ phần Bột mỳ Vinafood 1,UPX
1587,BMS,UPCOM,STOCK,Chứng khoán Bảo Minh,Công ty Cổ phần Chứng khoán Bảo Minh,UPX
1588,BMP,HSX,STOCK,Nhựa Bình Minh,Công ty Cổ phần Nhựa Bình Minh,STO
1589,BMN,DELISTED,STOCK,Công ty 715,Công ty Cổ phần 715,UPX
1590,BMK,UPCOM,STOCK,Black Cat,Công ty Cổ Phần Kỹ thuật Nhiệt Mèo Đen,UPX
1591,BMJ,UPCOM,STOCK,Khoáng sản Miền Đông AHP,Công ty Cổ phần Khoáng sản Miền Đông AHP,UPX
1592,BMI,HSX,STOCK,Bảo hiểm Bảo Minh,Tổng Công ty Cổ phần Bảo Minh,STO
1593,BMG,UPCOM,STOCK,May Bình Minh,Công ty Cổ phần May Bình Minh,UPX
1594,BMF,UPCOM,STOCK,VLXD và Chất đốt Đồng Nai,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,UPX
1595,BMD,UPCOM,STOCK,Môi trường và DV Đô thị Bình Thuận,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,UPX
1596,BMC,HSX,STOCK,Khoáng sản Bình Định,Công ty Cổ phần Khoáng sản Bình Định,STO
1597,BLW,DELISTED,STOCK,Cấp nước Bạc Liêu,Công ty Cổ phần Cấp nước Bạc Liêu,
1598,BLU,DELISTED,STOCK,,,
1599,BLT,UPCOM,STOCK,Lương Thực Bình Định,Công ty Cổ phần Lương thực Bình Định,UPX
1600,BLN,UPCOM,STOCK,Xe buýt Liên Ninh,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh,UPX
1601,BLI,UPCOM,STOCK,Bảo hiểm Bảo Long,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,UPX
1602,BLF,UPCOM,STOCK,Thủy sản Bạc Liêu,Công ty Cổ phần Thủy sản Bạc Liêu,UPX
1603,BKH,DELISTED,STOCK,Bánh mứt kẹo Hà Nội,Công ty Cổ phần Bánh mứt kẹo Hà Nội,
1604,BKG,HSX,STOCK,Đầu tư BKG Việt Nam,Công ty Cổ phần Đầu tư BKG Việt Nam,STO
1605,BKC,HNX,STOCK,Khoáng sản Bắc Kạn,Công ty Cổ phần Khoáng sản Bắc Kạn,STX
1606,BIO,UPCOM,STOCK,Vắc xin và Sinh phẩm Nha Trang,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,UPX
1607,BII,UPCOM,STOCK,Đầu tư và Phát triển Công nghiệp Bảo Thư,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,UPX
1608,BIG,UPCOM,STOCK,BIG Group Holdings,Công ty Cổ phần Đầu tư BIG Group Holdings,UPX
1609,BID,HSX,STOCK,BIDV,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,STO
1610,BIC,HSX,STOCK,Bảo hiểm BIDV,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,STO
1611,BHT,DELISTED,STOCK,Đầu tư XD Bạch Đằng,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,
1612,BHP,UPCOM,STOCK,Bia Hà Nội - Hải Phòng,Công ty Cổ phần Bia Hà Nội - Hải Phòng,UPX
1613,BHN,HSX,STOCK,HABECO,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,STO
1614,BHK,UPCOM,STOCK,Bia Hà Nội - Kim Bài,Công ty Cổ phần Bia Hà Nội - Kim Bài,UPX
1615,BHI,UPCOM,STOCK,Bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,UPX
1616,BHH,UPCOM,STOCK,Habeco Trading 89,Công ty Cổ Phần Thương Mại Bia Hà Nội - Hưng Yên 89,UPX
1617,BHG,UPCOM,STOCK,Chè Biển Hồ,Công ty Cổ phần Chè Biển Hồ,UPX
1618,BHC,UPCOM,STOCK,Bê tông Biên Hòa,Công ty Cổ phần Bê tông Biên Hòa,UPX
1619,BHA,UPCOM,STOCK,Thủy điện Bắc Hà,Công ty Cổ phần Thủy điện Bắc Hà,UPX
1620,BGW,UPCOM,STOCK,Nước sạch Bắc Giang,Công ty Cổ phần Nước sạch Bắc Giang,UPX
1621,BGE,UPCOM,STOCK,BCG Energy,Công ty Cổ phần BCG Energy,UPX
1622,BFC,HSX,STOCK,Phân bón Bình Điền,Công ty Cổ phần Phân bón Bình Điền,STO
1623,BEL,UPCOM,STOCK,Điện tử Biên Hoà,Công ty Cổ phần Điện tử Biên Hòa,UPX
1624,BED,HNX,STOCK,Sách Đà Nẵng,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,STX
1625,BDW,UPCOM,STOCK,Cấp thoát nước Bình Định,Công ty Cổ phần Cấp thoát nước Bình Định,UPX
1626,BDT,UPCOM,STOCK,VLXD Đồng Tháp,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,UPX
1627,BDG,UPCOM,STOCK,May mặc Bình Dương,Công ty Cổ phần May mặc Bình Dương,UPX
1628,BDB,DELISTED,STOCK,Sách Bình Định,Công ty Cổ phần Sách và Thiết bị Bình Định,STX
